username;;date;;retweets;;favorites;;text;;geo;;mentions;;hashtags;;id;;permalink
kaleioromero;;2018-08-05 06:00;;0;;4;;"Got the W!! 2nd round finish via RNC Big thank you to merrickhamilton, @gladiatorglenn,& @StandnBang15 for being in my corner My team @TeamAlphaMale for pushing me everyday && my… https://www.instagram.com/p/BmFhvdhn4ZT/?utm_source=ig_twitter_share&igshid=1we6cnpxsm6j0 …";;;;@gladiatorglenn @StandnBang15 @TeamAlphaMale;;;;"1025984834269859840";;https://twitter.com/kaleioromero/status/1025984834269859840
jurzynski;;2018-08-05 03:28;;0;;7;;"Ian surprised me by setting up an unbelievable evening at #FrenchLaundry for this 40-year-old and her two besties. There are no words for how amazing @BaldGuyGreeting is, and how grateful… https://www.instagram.com/p/BmFQXtPgNo-/?utm_source=ig_twitter_share&igshid=8ib1v0lehtap …";;;;@BaldGuyGreeting;;#FrenchLaundry;;"1025946638307667969";;https://twitter.com/jurzynski/status/1025946638307667969
kennythomasnba;;2018-08-05 01:46;;7;;16;;"Tomorrow come out and support for a great cause from 2-8 #firefighters #carrfire #fire #sacramento #elrey #elreyonk @Sacramento, California https://www.instagram.com/p/BmFEidJgDqV/?utm_source=ig_twitter_share&igshid=n2jxq76n4x65 …";;;;@Sacramento;;#firefighters #carrfire #fire #sacramento #elrey #elreyonk;;"1025921068073140225";;https://twitter.com/kennythomasnba/status/1025921068073140225
BLboilermaker;;2018-08-05 01:44;;1;;7;;"Showtime! One night...$15M goal for cancer research! #vfoundationwinecelebration #vfoundation #dontevergiveup @Nickel & Nickel Winery https://www.instagram.com/p/BmFEabdFpgG/?utm_source=ig_twitter_share&igshid=1uetsdfcq7cat …";;;;@Nickel;;#vfoundationwinecelebration #vfoundation #dontevergiveup;;"1025920342987091969";;https://twitter.com/BLboilermaker/status/1025920342987091969
DanGrazianoESPN;;2018-08-04 21:37;;7;;14;;"Had a chance to catch up with a very happy raiders WR martavisbryant10 (seen here working on his hands with the JUGS machine) after practice Friday. Bryant wasn’t happy with the @steelers… https://www.instagram.com/p/BmEnWcBFS--/?utm_source=ig_twitter_share&igshid=fb1418rwr2pn …";;;;@steelers;;;;"1025858222824087554";;https://twitter.com/DanGrazianoESPN/status/1025858222824087554
zerointerupt;;2018-08-05 23:36;;0;;3;;"Amazing lunch at French Laundry with lol.hartley cafe_nervosa alspeirs @The French Laundry https://www.instagram.com/p/BmHaj73Fkjy/?utm_source=ig_twitter_share&igshid=ajogv0huwi4q …";;;;@The;;;;"1026250544636223488";;https://twitter.com/zerointerupt/status/1026250544636223488
josephchick;;2018-08-05 22:12;;0;;3;;"Signs of a perfect Sunday morning. Dirty shoes, sweat soaked hat, empty gel packets. 20 miles in the bank on the substantially less smokey PCT above Ashland. Missed the trails and… https://www.instagram.com/p/BmHQ_JMlreq/?utm_source=ig_twitter_share&igshid=rklo7ulihr7i …";;;;;;;;"1026229473841238016";;https://twitter.com/josephchick/status/1026229473841238016
missnatalienunn;;2018-08-05 22:06;;1;;7;;"SWIPE LEFTEveryone lets welcome and shower prettygrl_rocky with love for her new baby girl that’s on the way #badgirlsclub #natalienunn #bgc @Sutter Creek, California https://www.instagram.com/p/BmHQSWdHMOk/?utm_source=ig_twitter_share&igshid=1kpgm4whak54a …";;;;@Sutter;;#badgirlsclub #natalienunn #bgc;;"1026227928064045066";;https://twitter.com/missnatalienunn/status/1026227928064045066
Crandalldad;;2018-08-05 21:56;;0;;5;;"Rare footage of the whole family together. #teamcrandall @River Rest Resort Campground https://www.instagram.com/p/BmHPLjEgRsm/?utm_source=ig_twitter_share&igshid=44n763l2jquh …";;;;@River;;#teamcrandall;;"1026225496567296000";;https://twitter.com/Crandalldad/status/1026225496567296000
MercyChefs;;2018-08-05 21:47;;3;;6;;"It's a wonderful Sunday here at Bethel Church, in Redding. This church community is blessing their community so well day in and day out, and we are honored to play a part in all that… https://www.instagram.com/p/BmHOF1RFMAc/?utm_source=ig_twitter_share&igshid=bwxcv3uevl86 …";;;;;;;;"1026223112164139009";;https://twitter.com/MercyChefs/status/1026223112164139009
HeidiMoney;;2018-08-05 21:26;;1;;9;;"I went home last weekend and enjoyed some of the fruits of the garden at home. I wish I had these amazing fruits and veggies growing in my yard here in LA! #gratefulgardens #grateful… https://www.instagram.com/p/BmHLvtmhGfj/?utm_source=ig_twitter_share&igshid=13vfle9uu77ir …";;;;;;#gratefulgardens #grateful;;"1026217957033172997";;https://twitter.com/HeidiMoney/status/1026217957033172997
PhilipTessier;;2018-08-05 21:17;;0;;4;;"Nothing like two wheels and the open road... #cycling #backroads #napavalley #stayfit #cheflife #chefscycle @Highway 128 - Eastern Gateway to the Napa Valley https://www.instagram.com/p/BmHKqcUnqyp/?utm_source=ig_twitter_share&igshid=leq1rpknf89a …";;;;@Highway;;#cycling #backroads #napavalley #stayfit #cheflife #chefscycle;;"1026215560609230848";;https://twitter.com/PhilipTessier/status/1026215560609230848
LeslieGustafson;;2018-08-05 20:20;;1;;2;;"Need I say more!? This is my life! Any Mommas with me? Jacob here listening to Heavy Metal music & Teching at the same time while Mom is adoring the #Wine ! Having a blast in Napa. Pic… https://www.instagram.com/p/BmHENV_ljLH/?utm_source=ig_twitter_share&igshid=ctgv7997qhy6 …";;;;;;#Wine;;"1026201371354312709";;https://twitter.com/LeslieGustafson/status/1026201371354312709
OneFitWidow;;2018-08-05 20:05;;0;;2;;"Our Tahoe Adventure is complete with just enough time to grab a yummy lunch sunnysidetahoe on #laketahoe before heading home. It’s a perfect day and my heart is sad to leave such an… https://www.instagram.com/p/BmHCcLolE4h/?utm_source=ig_twitter_share&igshid=1km3eeu0tq9v6 …";;;;;;#laketahoe;;"1026197485545504768";;https://twitter.com/OneFitWidow/status/1026197485545504768
JenMReason;;2018-08-05 19:50;;0;;3;;"Just a little wine in lovely Yountville to wrap up a glorious project with friends. Cheers Rogue Arts and Media, Fantasy Studios, Congregation Beth Shalom and our wonderful audiences!! @… https://www.instagram.com/p/BmHAx-gANhh/?utm_source=ig_twitter_share&igshid=o9tnusf5su2e …";;;;@;;;;"1026193834999332864";;https://twitter.com/JenMReason/status/1026193834999332864
2GGapparel;;2018-08-05 18:38;;1;;3;;"Saturday after round feels with @ouruss. @alexcejka letting his hair down and donning a fresh new hat. #teamCejka #team2ggapparel #2ggapparel taylormadegolf @mgmgrand scottycameron… https://www.instagram.com/p/BmG4h20AKY1/?utm_source=ig_twitter_share&igshid=1r6k0guvh4usj …";;;;@ouruss @alexcejka @mgmgrand;;#teamCejka #team2ggapparel #2ggapparel;;"1026175698183106565";;https://twitter.com/2GGapparel/status/1026175698183106565
AaronComfortDog;;2018-08-05 17:57;;0;;10;;"This little boy loved getting miniature me and of course being with his brave Dad. #shastastrong #calfire #calfirefamily #CarrFire #community #redding #jesuslovesyou @Shasta District… https://www.instagram.com/p/BmGzz2iBFEb/?utm_source=ig_twitter_share&igshid=1jaznue32kx9h …";;;;@Shasta;;#shastastrong #calfire #calfirefamily #CarrFire #community #redding #jesuslovesyou;;"1026165318408982528";;https://twitter.com/AaronComfortDog/status/1026165318408982528
TahoeCity;;2018-08-05 16:47;;0;;2;;"Sundays are better on the Truckee River. Plus, don't miss Mumbo Gumbo at Concerts at Commons Beach, TODAY, Aug.5. Music 4-7pm. Photo: charcharrbinks #sundayfunday #TahoeCity… https://www.instagram.com/p/BmGq-RflB1R/?utm_source=ig_twitter_share&igshid=6dbsqoc8smlf …";;;;;;#sundayfunday #TahoeCity;;"1026147815792226305";;https://twitter.com/TahoeCity/status/1026147815792226305
LeslieGustafson;;2018-08-05 15:22;;2;;5;;"Our first day in the Napa Valley (9th day of Vacation) was Delicious & Delightful (swipe left) @DougGustafson & my dating journey began here 23 years ago. I once lived here and have… https://www.instagram.com/p/BmGiEI2Fl6E/?utm_source=ig_twitter_share&igshid=14jmhzd71aad0 …";;;;@DougGustafson;;;;"1026126293287542784";;https://twitter.com/LeslieGustafson/status/1026126293287542784
EarwaxXx;;2018-08-05 11:19;;2;;3;;"The energy of this gentleman is amazing. @WakaFlocka great performance and an honor to rock the floor with you @LEXNightclub @GrandSierra . . . . . . . . . #LEXNightclub #Reno… https://www.instagram.com/p/BmGGQOYhIrN/?utm_source=ig_twitter_share&igshid=8m3jypxkx5l2 …";;;;@WakaFlocka @LEXNightclub @GrandSierra;;#LEXNightclub #Reno;;"1026065148820246534";;https://twitter.com/EarwaxXx/status/1026065148820246534
KellyMitchell;;2018-08-05 05:54;;0;;3;;"Seductive reds, refreshing whites. The reserve tastings at Italics tantalize, provoke and mesmerize. @italicswine These caves in one of the most underestimated AVAs in Napa Valley.… https://www.instagram.com/p/BmFhEM1Bcoq/?utm_source=ig_twitter_share&igshid=x5mzgdp70jgc …";;;;@italicswine;;;;"1025983360877789184";;https://twitter.com/KellyMitchell/status/1025983360877789184
BLboilermaker;;2018-08-05 05:30;;0;;5;;"Fitz & The Tantrums...so good!!! Private Concert #vfoundationwinecelebration #vfoundation #neverevergiveup @Nickel & Nickel Winery https://www.instagram.com/p/BmFeUiYlXxW/?utm_source=ig_twitter_share&igshid=18rbez1ynxd5n …";;;;@Nickel;;#vfoundationwinecelebration #vfoundation #neverevergiveup;;"1025977322636238848";;https://twitter.com/BLboilermaker/status/1025977322636238848
BrandiJeter;;2018-08-05 03:42;;0;;3;;"All of me. #365daysofdaughter #blackfathers #blackfathersmatter #guitar #singer #johnlegend @Richmond, California https://www.instagram.com/p/BmFRymtHw_h/?utm_source=ig_twitter_share&igshid=p5oxsqkdw41k …";;;;@Richmond;;#365daysofdaughter #blackfathers #blackfathersmatter #guitar #singer #johnlegend;;"1025950100416327680";;https://twitter.com/BrandiJeter/status/1025950100416327680
MikeLieberman;;2018-08-05 02:09;;1;;2;;"The fires are picking up in NorCal. This morning it looked like it was snowing, but was just ash. :/ #CalFire #army #blackhawk @Ukiah, California https://www.instagram.com/p/BmFHV9NHwL7/?utm_source=ig_twitter_share&igshid=5zamw0hl7h32 …";;;;@Ukiah;;#CalFire #army #blackhawk;;"1025926793595899905";;https://twitter.com/MikeLieberman/status/1025926793595899905
1stLadyLisa1;;2018-08-04 22:34;;1;;2;;"Repost from @musciquorignal - I have tickets to @iamsu - IAMSUMMER This SUNDAY. AUGUST 5th In SACRAMENTO @aceofspadessac Contact me asap 5303684641 @Ace Of Spades https://www.instagram.com/p/BmEuuVwF2GI/?utm_source=ig_twitter_share&igshid=1w1vaak5vkdhz …";;;;@musciquorignal @iamsu @aceofspadessac @Ace;;;;"1025872674168471552";;https://twitter.com/1stLadyLisa1/status/1025872674168471552
Lando4361;;2018-08-04 22:05;;0;;6;;"Strolling through the farm with @ckostow and dan.giusti gettin ready for the Brigaid dinner @therestaurantmw #feeddemkids @The Restaurant at Meadowood https://www.instagram.com/p/BmErctyHL9M/?utm_source=ig_twitter_share&igshid=1lg4g0tcwefsn …";;;;@ckostow @therestaurantmw @The;;#feeddemkids;;"1025865440264736769";;https://twitter.com/Lando4361/status/1025865440264736769
MaestroJeremyF;;2018-08-04 20:42;;4;;7;;"The #mendocinocomplex as seen from Forestville, CApic.twitter.com/ihEmTIZpW5";;;;;;#mendocinocomplex;;"1025844462319104002";;https://twitter.com/MaestroJeremyF/status/1025844462319104002
DJOASIS;;2018-08-04 20:20;;0;;3;;"I think one of the best things as a parent is showing your child something for the first time that will be a tradition forever #StateFair . . . . . . . . . . . #Dj #Music #rap #HipHop… https://www.instagram.com/p/BmEfOsFA98T/?utm_source=ig_twitter_share&igshid=5f94pnji4yil …";;;;;;#StateFair #Dj #Music #rap #HipHop;;"1025838854077644804";;https://twitter.com/DJOASIS/status/1025838854077644804
ForceHood;;2018-08-04 20:02;;10;;233;;"No matter where we go it’s ALWAYS about @nhra drag racing for my kids! @Tahoe https://www.instagram.com/p/BmEdMknDRMe/?utm_source=ig_twitter_share&igshid=1nmi9rwfynrll …";;;;@nhra @Tahoe;;;;"1025834361978085383";;https://twitter.com/ForceHood/status/1025834361978085383
Phillygrrl;;2018-08-04 19:44;;1;;3;;"We remember those we lost at the Oak Creek Gurdwara shooting through seva (selfless service). Today it was cleaning William Land Park. #DayofService… https://www.instagram.com/p/BmEZcKDhKK7RyWpBebwEUlfAMFcyV6m-QFjRYI0/?utm_source=ig_twitter_share&igshid=14vhkaeux0hf3 …";;;;;;#DayofService;;"1025829737506242560";;https://twitter.com/Phillygrrl/status/1025829737506242560
fluteplusreeds;;2018-08-04 19:40;;1;;7;;"Great recordings are made far easier with even greater music! Thanks to Mtn. Mike and sdankner2018 for writing me these brilliant pieces. I can’t wait to hear and share these pieces with… https://www.instagram.com/p/BmEaxGvHP19/?utm_source=ig_twitter_share&igshid=1fk6u58f9l9i6 …";;;;;;;;"1025828763207168001";;https://twitter.com/fluteplusreeds/status/1025828763207168001
vincenicholas;;2018-08-04 17:51;;0;;35;;"I know this isn't saying much, but I'm the best looking employee at my Walmart - male or female. – at Walmart Supercenter";;;;;;;;"1025801499312500736";;https://twitter.com/vincenicholas/status/1025801499312500736
TheREALRIKISHI;;2018-08-04 17:30;;4;;18;;"Aug 18/19 I’m excited to come to @wrresortcasino #wrestlingattheriver @knokxpro entertainment tickets online check my bio . NorCal see you there @Win-River Resort & Casino https://www.instagram.com/p/BmEL6L1H_i9/?utm_source=ig_twitter_share&igshid=jq7uz4h193s9 …";;;;@wrresortcasino @knokxpro @Win;;#wrestlingattheriver;;"1025796095388082176";;https://twitter.com/TheREALRIKISHI/status/1025796095388082176
JoshEmmettUFC;;2018-08-04 17:29;;2;;16;;"#FightDay! #Good luck @cody_nolove. Bring that belt back to Sac! @Sacramento, California https://www.instagram.com/p/BmELDsKFgiM/?utm_source=ig_twitter_share&igshid=1b97uvg8ydbj5 …";;;;@cody_nolove @Sacramento;;#FightDay #Good;;"1025795869067501568";;https://twitter.com/JoshEmmettUFC/status/1025795869067501568
RavenousReadr;;2018-08-04 17:10;;0;;5;;"I think I may have gone a little bit crazy with my recent audiobook purchases. and I have @fictionfare to thank for this. . What bookish purchased have you made that you have you book… https://www.instagram.com/p/BmEJpndjtUn/?utm_source=ig_twitter_share&igshid=jpqpm54ywpmx …";;;;@fictionfare;;;;"1025791125750206465";;https://twitter.com/RavenousReadr/status/1025791125750206465
ambeezy10;;2018-08-04 16:32;;0;;8;;"What better way to celebrate #InternationalBeerDay than at a beer fest?! So much fun with these ladies last night. Prost! #BeerMe #craftbeer #beerfest #TapItFolsom #DrinkLocal #NorCal… https://www.instagram.com/p/BmEFQhkAxyX/?utm_source=ig_twitter_share&igshid=13smf0c2nquvb …";;;;;;#InternationalBeerDay #BeerMe #craftbeer #beerfest #TapItFolsom #DrinkLocal #NorCal;;"1025781481711357952";;https://twitter.com/ambeezy10/status/1025781481711357952
TimSamsTravelUS;;2018-08-04 16:00;;6;;26;;"Number three most Instagrammed place in @PointReyesNPS The #lighthouse is the most western point of @california. The temperatures never reach 60 degrees even in the summer. Pacific Ocean is colder here in #SanFrancisco #Bayarea than #Alaska in July. Live Life Today, Travel USApic.twitter.com/gcqc8p5ZDZ";;;;@PointReyesNPS @california;;#lighthouse #SanFrancisco #Bayarea #Alaska;;"1025773462084898823";;https://twitter.com/TimSamsTravelUS/status/1025773462084898823
GoodDaySac;;2018-08-04 14:46;;1;;5;;"Happy SSSSSSSSaturday!! Tune into Good Day Weekend right now. #SnakesInStudio @Good Day Sacramento https://www.instagram.com/p/BmD5KvVloot/?utm_source=ig_twitter_share&igshid=cm55bv0lwabg …";;;;@Good;;#SnakesInStudio;;"1025754888762998785";;https://twitter.com/GoodDaySac/status/1025754888762998785
KellyMitchell;;2018-08-04 10:29;;0;;6;;"This is a wine emergency announcement from #TheWineSiren . Today is #NationalWhiteWineDay and we need all our Albarino, Chardonnay, Godello, Grüner Veltliner, Sauvignon Blanc, Riesling,… https://www.instagram.com/p/BmDbuL0hghC/?utm_source=ig_twitter_share&igshid=1869yqv1rp7z8 …";;;;;;#TheWineSiren #NationalWhiteWineDay;;"1025690128445046791";;https://twitter.com/KellyMitchell/status/1025690128445046791
SeedsHereNow;;2018-08-04 04:13;;3;;5;;"“ Repost From exoticgenetix_mike ・・・ One of my favorites out of the group has gotta be this beautiful Falcon 9. Smooth, gassy, ice creamy goodness, and did I mention it was second darkest… https://www.instagram.com/p/BmCwrcrFO8h/?utm_source=ig_twitter_share&igshid=4zzw61ws6cme …";;;;;;;;"1025595471983730688";;https://twitter.com/SeedsHereNow/status/1025595471983730688
JoshEmmettUFC;;2018-08-04 03:20;;2;;7;;"The road to recovery! Thanks redunning #TheFightBack #Hope @Sacramento, California https://www.instagram.com/p/BmCqD59lpMQ/?utm_source=ig_twitter_share&igshid=tpj3b1cvj8cq …";;;;@Sacramento;;#TheFightBack #Hope;;"1025582291152760832";;https://twitter.com/JoshEmmettUFC/status/1025582291152760832
AngieSmith77;;2018-08-04 00:29;;2;;33;;"Hey guy in the Lane .. you ready?? Ok let’s do this!! bye Felecia!! Swipe right to see how close our incremental times were on this run.. BTW @mattsmithracing is the “guy” in the other… https://www.instagram.com/p/BmCXFzUhCn4/?utm_source=ig_twitter_share&igshid=e9qguhz2ffyq …";;;;@mattsmithracing;;;;"1025539201813684224";;https://twitter.com/AngieSmith77/status/1025539201813684224
gabimoskowitz;;2018-08-04 00:25;;0;;6;;"Fun fact: you can’t put sunscreen on babies under 6 months so they have to swim in hazmat suits. @Wikiup Tennis & Swim Club https://www.instagram.com/p/BmCWDBiD7n4/?utm_source=ig_twitter_share&igshid=1eaphslzpr4qg …";;;;@Wikiup;;;;"1025538059989860354";;https://twitter.com/gabimoskowitz/status/1025538059989860354
gracie_guerrero;;2018-08-04 00:22;;0;;41;;"Another first in California...first flower delivery! Thanks to my ALAS sister @angelicat_13 for the warm welcome to the Golden State @Richmond, California https://www.instagram.com/p/BmCWEWsns-DMAEoa5AQftUsVwr50PHlycWif_Y0/?utm_source=ig_twitter_share&igshid=1vmu6dw0t8b3a …";;;;@angelicat_13 @Richmond;;;;"1025537315383521280";;https://twitter.com/gracie_guerrero/status/1025537315383521280
FairytaleTown;;2018-08-03 20:58;;2;;1;;"Come over and play this weekend! We’ll be at the Land Park 100th Anniversary tonight. This Saturday and Sunday, we’ll be watching Puppet Art Theater Co. perform “Hansel and Gretel” in the… https://www.instagram.com/p/BmB-1GDAZw7/?utm_source=ig_twitter_share&igshid=qxg6y3085xx6 …";;;;;;;;"1025486086280232963";;https://twitter.com/FairytaleTown/status/1025486086280232963
RachidDahnoun;;2018-08-03 20:15;;1;;5;;"The Sunday Times Travel Magazine over in the UK @st_travelmag is running a double page spread and interview from yours truly about how I created this shipwreck image along the Sonoma… https://www.instagram.com/p/BmB6ANzF41X/?utm_source=ig_twitter_share&igshid=f8mk8g45pr19 …";;;;@st_travelmag;;;;"1025475240095363074";;https://twitter.com/RachidDahnoun/status/1025475240095363074
AaronComfortDog;;2018-08-03 20:00;;3;;9;;"I have arrived in Redding and will be joining this great team. We will be at base camp meeting with many supporting the front line wildland firefighters. Please continue to pray for their… https://www.instagram.com/p/BmB4VIuBDBX/?utm_source=ig_twitter_share&igshid=obthtkv24iay …";;;;;;;;"1025471565624836096";;https://twitter.com/AaronComfortDog/status/1025471565624836096
JackiG_23;;2018-08-03 19:48;;3;;26;;"What a morning! Back at my old high school stomping grounds with the legend Tommy G! This shirt says it all and it’s an honor to be wearing it. I actually got the chills when I put It on.… https://www.instagram.com/p/BmB29GnHqfc/?utm_source=ig_twitter_share&igshid=1x3ld4fcturt4 …";;;;;;;;"1025468545193267201";;https://twitter.com/JackiG_23/status/1025468545193267201
SugabearOnAir;;2018-08-03 18:17;;2;;2;;"Honored to be involved with @ucdavischildren #careathon Make a donation today by calling 1-800-680-3721 or text CAREATHON to 51555 #sacramento #ucdavis #givingback @UC Davis Children's… https://www.instagram.com/p/BmBsZAOAlW6/?utm_source=ig_twitter_share&igshid=12dupluhg3f3u …";;;;@ucdavischildren @UC;;#careathon #sacramento #ucdavis #givingback;;"1025445642489884673";;https://twitter.com/SugabearOnAir/status/1025445642489884673
tvmarksallen;;2018-08-03 17:43;;7;;45;;"This is Carson, one of my 3 awesome kids. 17 years ago, as a baby we almost lost him. He fell out of a second floor window. I learned of this on a day much like today, moments before I… https://www.instagram.com/p/BmBodYGgOqA/?utm_source=ig_twitter_share&igshid=1g3cipkj4u1p …";;;;;;;;"1025437084750893057";;https://twitter.com/tvmarksallen/status/1025437084750893057
RoCoWine;;2018-08-03 17:20;;1;;4;;"Sorry haven’t posted much this week. Farmer Ro is busy picking hops! Lol. If there is any place you should be today it’s @rocowine got so much cool beers and whiskey in stock. #RoCo… https://www.instagram.com/p/BmBlnCWg9Gg/?utm_source=ig_twitter_share&igshid=23dxinw0q5n8 …";;;;@rocowine;;#RoCo;;"1025431141459927041";;https://twitter.com/RoCoWine/status/1025431141459927041
LesSimmons;;2018-08-03 16:01;;1;;6;;"Berry Accius and #TeamImpact is doing and amazing job coordinating summer nights of impact. Last nights talent show was all things community #saclove #buildblack #voiceofyouth @Samuel… https://www.instagram.com/p/BmBc5PFFnnH/?utm_source=ig_twitter_share&igshid=vt6y4lqemctb …";;;;@Samuel;;#TeamImpact #saclove #buildblack #voiceofyouth;;"1025411269895970816";;https://twitter.com/LesSimmons/status/1025411269895970816
TimSamsTravelUS;;2018-08-03 16:00;;4;;9;;"@PointReyesNPS At the end of Tunnel of trees is this WWII Communication building. The building was used to watch for Japanese Planes off the coast of California. I was lucky to go in the winter time when it rains and get this great reflection. Live Life Today, Travel USA!!!pic.twitter.com/j4Jx0nRjf9";;;;@PointReyesNPS;;;;"1025411189675839491";;https://twitter.com/TimSamsTravelUS/status/1025411189675839491
