username;;date;;retweets;;favorites;;text;;geo;;mentions;;hashtags;;id;;permalink
EDENsjasmine;;2018-11-21 17:56;;1;;2;;"My heart is so full. Taking a moment to appreciate how much my life has changed in the last few months due to faith, patience and openness. Working to share my blessings and joy with… https://www.instagram.com/p/Bqc5jbklcxm/?utm_source=ig_twitter_share&igshid=3xndv41c5i9e …";;;;;;;;"1065302967534985218";;https://twitter.com/EDENsjasmine/status/1065302967534985218
THEREALPUNK;;2018-11-21 17:37;;0;;6;;"Smile because, when you think life can't get any worse, I assure you, it can. #itsnotthatserious @San Jose, California https://www.instagram.com/p/Bqc3SzGH_xb/?utm_source=ig_twitter_share&igshid=1p0abp2rpzf8e …";;;;@San;;#itsnotthatserious;;"1065298211550711809";;https://twitter.com/THEREALPUNK/status/1065298211550711809
kyleve;;2018-11-21 17:32;;0;;14;;"“I don’t believe the CDC has reached a formal conclusion!” Trump said, as he stuffed his face with romaine scavenged from The Whitehouse’s trash bin";;;;;;;;"1065296795062886401";;https://twitter.com/kyleve/status/1065296795062886401
SJSUGYMNASTICS;;2018-11-21 16:19;;0;;3;;"Our next Savage Spartan of the week is senior, Kaprece Nadonza. Kaps has embodied what it means to be a team player, fighting through an injury and doing absolutely every single thing she… https://www.instagram.com/p/Bqcued3nRph/?utm_source=ig_twitter_share&igshid=1bqfu1z5mxg6v …";;;;;;;;"1065278611563909120";;https://twitter.com/SJSUGYMNASTICS/status/1065278611563909120
PigeonPtHostel;;2018-11-21 23:44;;2;;3;;"We are thankful for the rain and the south winds to help clean the air! A few dorm beds and one family room available tonight 11/21 and Thanksgiving Day. 650-879-0633 @HI Pigeon… https://www.instagram.com/p/BqdhMEJnIpK/?utm_source=ig_twitter_share&igshid=1fnggc4b1ui8k …";;;;@HI;;;;"1065390542236909569";;https://twitter.com/PigeonPtHostel/status/1065390542236909569
sfhsathletics;;2018-11-21 23:35;;2;;1;;"Varsity boys and girls basketball alumni games are cancelled tonight due to the poor air quality this past week ... sorry alumni ... next year! @Saint Francis High School (Mountain View)… https://www.instagram.com/p/BqdgXiBn_Di/?utm_source=ig_twitter_share&igshid=yvvn4cixdjd8 …";;;;@Saint;;;;"1065388312074960901";;https://twitter.com/sfhsathletics/status/1065388312074960901
swoodland53;;2018-11-21 23:30;;0;;6;;"The next two weeks are gonna be really tough as the Games media team’s time is coming to an end. Today was the last day for @DNUK72. I’ve only known him for three years but he’s become… https://www.instagram.com/p/Bqdfx2yD6mT/?utm_source=ig_twitter_share&igshid=ty0y62mccsfl …";;;;@DNUK72;;;;"1065387021798117379";;https://twitter.com/swoodland53/status/1065387021798117379
GeorgeGascon;;2018-11-21 23:28;;0;;5;;"The DA did some spring cleaning today in advance of our anticipated move in the months ahead. We stumbled on some fascinating bits of history from his days at @lapdhq, including these old… https://www.instagram.com/p/BqdfYPGhD5R/?utm_source=ig_twitter_share&igshid=x6eydc8343ai …";;;;@lapdhq;;;;"1065386400424579072";;https://twitter.com/GeorgeGascon/status/1065386400424579072
RevChuckCurrie;;2018-11-21 22:35;;0;;2;;"We’ve just arrived in San Francisco. Let #Thanksgiving begin. Someone bring me a pie! @San Francisco, California https://www.instagram.com/p/BqdZexqBVtb/?utm_source=ig_twitter_share&igshid=xlborh0l4hr5 …";;;;@San;;#Thanksgiving;;"1065373172524965888";;https://twitter.com/RevChuckCurrie/status/1065373172524965888
huckbikes;;2018-11-21 21:42;;0;;2;;"It’s on! This Saturday. 2 tickets to Paradise. Join @mseretan and @hoodisgood for a mellow social 50 mile loop. Meet at Huck sf at 8 for and . We will roll at 830 sharp. Hope… https://www.instagram.com/p/BqdTcNxFrpj/?utm_source=ig_twitter_share&igshid=16sg8ps7osq33 …";;;;@mseretan @hoodisgood;;;;"1065359892851187712";;https://twitter.com/huckbikes/status/1065359892851187712
brownestate;;2018-11-21 21:36;;0;;3;;"Caught these two at Brown Downtown Napa between getting a fix at our Flight Bar & joining our wine club — welcome to the fam, fam! #browndowntownnapa #urbanwineoasis… https://www.instagram.com/p/BqdSr_SlFj9/?utm_source=ig_twitter_share&igshid=es7y68nz7mb …";;;;;;#browndowntownnapa #urbanwineoasis;;"1065358235727736835";;https://twitter.com/brownestate/status/1065358235727736835
KirstenStrobel;;2018-11-21 21:31;;2;;3;;"I love my job at @SFIFF ! So many wonderful experiences to be grateful for but sitting next to #viggomortensen for our special screening of greenbookmovie tops the list! Wow wow wow this… https://www.instagram.com/p/BqdSHseHLps/?utm_source=ig_twitter_share&igshid=15xobw2dmnhvm …";;;;@SFIFF;;#viggomortensen;;"1065357000446566400";;https://twitter.com/KirstenStrobel/status/1065357000446566400
earthquakesSF;;2018-11-21 20:26;;2;;1;;"A 1.1 magnitude earthquake occurred 4.97mi NE of Alum Rock, CA. Details: http://eqbot.com/YaP Map:http://eqbot.com/YaM";;;;;;;;"1065340579498737664";;https://twitter.com/earthquakesSF/status/1065340579498737664
SantaRosaCA;;2018-11-21 20:16;;2;;3;;"current weather in Santa Rosa: moderate rain, 55°F 96% humidity, wind 5mph, pressure 1014mb";;;;;;;;"1065338078644989952";;https://twitter.com/SantaRosaCA/status/1065338078644989952
LillyStairs;;2018-11-21 20:08;;0;;4;;"Had the opportunity to return to the Silicon Valley satellite campus of my beloved alma mater northeastern to speak on a panel about entrepreneurship. I am so thankful to Northeastern for… https://www.instagram.com/p/BqdIqRdHAOE/?utm_source=ig_twitter_share&igshid=11dfz4opu0pz …";;;;;;;;"1065336182509191168";;https://twitter.com/LillyStairs/status/1065336182509191168
djbigrich;;2018-11-21 19:31;;0;;2;;"Friends and Family in town! Come out to our Friendsgiving party Wednesday temple SF! Tonight! Thanksgiving Eve! We even brought back the original Industry Tuesday's DJ Line up for this… https://www.instagram.com/p/BqdEb1fHeQW/?utm_source=ig_twitter_share&igshid=d8l9bpu2lv4k …";;;;;;;;"1065326913181216768";;https://twitter.com/djbigrich/status/1065326913181216768
nicholeciotti;;2018-11-21 19:07;;0;;4;;"Added this soft corduroy moto to my jacket collection Black Friday came early to @lulusdotcom! The entire site is 25%-90% off (including my entire outfit!) Use code BF25 at checkout.… https://www.instagram.com/p/BqdBtfBnoZd/?utm_source=ig_twitter_share&igshid=vwvji1exeanr …";;;;@lulusdotcom;;;;"1065320924415762433";;https://twitter.com/nicholeciotti/status/1065320924415762433
KCRAToniV;;2018-11-21 19:00;;2;;3;;"Caught taking selfies @KCRA/KQCA Channel 3, My58 https://www.instagram.com/p/BqdArPEnNWO/?utm_source=ig_twitter_share&igshid=105ltoph483f4 …";;;;@KCRA;;;;"1065319074828173313";;https://twitter.com/KCRAToniV/status/1065319074828173313
SFIntlWineComp;;2018-11-21 18:46;;2;;8;;"What a successful competition we had this weekend!! Our 38th Competition!! #sfiwc #wine #winejudge #winejudging #winecompetition #blindtasting #nywsc #sfwsc #tastingalliance @San… https://www.instagram.com/p/Bqc-Stfh1Gw/?utm_source=ig_twitter_share&igshid=m5pkg4uu4w80 …";;;;@San;;#sfiwc #wine #winejudge #winejudging #winecompetition #blindtasting #nywsc #sfwsc #tastingalliance;;"1065315407182082050";;https://twitter.com/SFIntlWineComp/status/1065315407182082050
chasta;;2018-11-21 18:32;;0;;5;;"Thanks so much to San Francisco’s finest for helping us out on the Do Not Drink & Drive Show!! Especially Officer Barba who put up with me all morning and administered all my breathalyzer… https://www.instagram.com/p/Bqc9t7Mhuac/?utm_source=ig_twitter_share&igshid=13trd6ucv6o5z …";;;;;;;;"1065312118315069441";;https://twitter.com/chasta/status/1065312118315069441
SouthsideSF;;2018-11-21 18:13;;1;;3;;"Be thankful for what you have and let’s help support those in need. We will be donating 50% of sales from A special drink menu today to North Valley Community Foundation.… https://www.instagram.com/southsidesf/p/Bqc7ejZHLI9/?utm_source=ig_twitter_share&igshid=tp3fdt4ox3gz …";;;;;;;;"1065307323579666437";;https://twitter.com/SouthsideSF/status/1065307323579666437
xoalejandraxo;;2018-11-21 18:00;;1;;2;;"Be true, be you! Wearing the comfiest, softest bra ever from @trueandco_us #trueandco #togetherwearetrue : @AlexXcvi @Reno, Nevada https://www.instagram.com/p/Bqc6BvEHP6J/?utm_source=ig_twitter_share&igshid=h9hrnhaf3bjn …";;;;@trueandco_us @AlexXcvi @Reno;;#trueandco #togetherwearetrue;;"1065304000453640192";;https://twitter.com/xoalejandraxo/status/1065304000453640192
GoodDaySac;;2018-11-21 15:56;;0;;10;;"Yep. Cambi’s mom Jebbie is ready for a VACATION!!! They made it to SFO. Now where is Cambi’s brother??? @San Francisco International Airport (SFO) https://www.instagram.com/p/Bqcr3VwFgnO/?utm_source=ig_twitter_share&igshid=197r4kgnuzt5m …";;;;@San;;;;"1065272868999757824";;https://twitter.com/GoodDaySac/status/1065272868999757824
DaliaMSh;;2018-11-21 10:15;;0;;2;;"During my participation in @techwomen I visited airbnb I loved their office and how they appreciate their employees and customers. Thank you so much for the amazing trip and for your… https://www.instagram.com/p/Bqb9XZJBUec/?utm_source=ig_twitter_share&igshid=1mn4vv44t90ug …";;;;@techwomen;;;;"1065186928054685697";;https://twitter.com/DaliaMSh/status/1065186928054685697
hansflorine;;2018-11-21 05:53;;2;;8;;"Big congratulations to Connor Herson! 15 year old frees The Nose! He let us pass him at camp six last Monday when he was going for burns on the Changing Corners. I must have given him… https://www.instagram.com/p/BqbmyoGht-t/?utm_source=ig_twitter_share&igshid=s2rfuo0nbz44 …";;;;;;;;"1065120972703969281";;https://twitter.com/hansflorine/status/1065120972703969281
me1000;;2018-11-21 05:25;;0;;9;;"I’m awful at remembering name and I’m awful at associating names with faces. It’s the one thing I wish I would be better at. Today, someone on the street recognized me while I was wearing a respirator mask.";;;;;;;;"1065113966534250496";;https://twitter.com/me1000/status/1065113966534250496
AlexisDarevko;;2018-11-21 05:21;;3;;3;;""As we express our gratitude, we must never forget that the highest appreciation is not to utter words, but to live by them." - John F. Kennedy @Darevko Manor https://www.instagram.com/p/BqbjMyCHd17wZDexYjR-cRn05jVOHjAyFB-Nzc0/?utm_source=ig_twitter_share&igshid=1we3ib4gt8ccd …";;;;@Darevko;;;;"1065113071251791873";;https://twitter.com/AlexisDarevko/status/1065113071251791873
bayarea_buzz;;2018-11-21 04:10;;2;;4;;"baymeadowslife is home to the newest location of @roamburgers . . . . . Once a racetrack 10 years ago, baymeadowslife is now a beautiful residential, offices, parks and retail space… https://www.instagram.com/p/BqYxfi2BkS0/?utm_source=ig_twitter_share&igshid=pe8msq97r7rg …";;;;@roamburgers;;;;"1065095098092974080";;https://twitter.com/bayarea_buzz/status/1065095098092974080
johntdrake;;2018-11-21 03:36;;0;;12;;"See you at the airport.";;;;;;;;"1065086593751384064";;https://twitter.com/johntdrake/status/1065086593751384064
oliviadgrace;;2018-11-21 03:33;;1;;11;;"Downside: air quality still unhealthy. Upside: new mask has bees on it. @San Francisco, California https://www.instagram.com/p/BqbWxDIDK5J/?utm_source=ig_twitter_share&igshid=1b2jzo68u8raa …";;;;@San;;;;"1065085737513701377";;https://twitter.com/oliviadgrace/status/1065085737513701377
stevewoz;;2018-11-21 03:30;;5;;35;;"Let’s Go Sharks! (at @SAPCenter at San Jose in San Jose, CA)https://www.swarmapp.com/c/i7HZO1FMEMD";;;;@SAPCenter;;;;"1065085129306112001";;https://twitter.com/stevewoz/status/1065085129306112001
petenicks;;2018-11-21 03:04;;3;;13;;"I will do a Q&A following a special screening of The Waiting Room at The New Parkway on Tuesday November 27. Show starts at 6:45pm. Hope to see you there! @The New Parkway https://www.instagram.com/p/BqbTdQih_yI/?utm_source=ig_twitter_share&igshid=17lo6m9vbkozh …";;;;@The;;;;"1065078460689932289";;https://twitter.com/petenicks/status/1065078460689932289
angiemartinez;;2018-11-21 02:55;;1;;30;;"when your week was challenging AF & then you visit Napa Valley..... @Silver Oak Wine Cellars https://www.instagram.com/p/BqbSVcIAzt_/?utm_source=ig_twitter_share&igshid=wfvnkqepe4w8 …";;;;@Silver;;;;"1065076250996289536";;https://twitter.com/angiemartinez/status/1065076250996289536
AngryBlackLady;;2018-11-21 02:14;;6;;200;;"I have two peach cobblers from It’s All Good Bakery in my house. I’m already halfway through one of them. I’m doing my part.https://twitter.com/AngryBlackLady/status/1065026134687997952 …";;;;;;;;"1065065898396942337";;https://twitter.com/AngryBlackLady/status/1065065898396942337
jandrtacos;;2018-11-21 02:01;;2;;4;;"Dear friends and family, The US Center for Disease Control and Prevention has informed the public to not eat Romaine Lettuce because it may be contaminated with E. Coli. We’ll stop… https://www.instagram.com/p/BqbMBt8Hq9d/?utm_source=ig_twitter_share&igshid=h1i7c2soaoxj …";;;;;;;;"1065062507927298048";;https://twitter.com/jandrtacos/status/1065062507927298048
JackLondonOak;;2018-11-21 01:07;;3;;3;;"Loving the new holiday guides by oakgrown of course Jack London’s @dashecellars tsaltseasonings and @BacktotheRoots are featured, among others. #shoplocal #keepitoakland… https://www.instagram.com/p/BqbGBsKBL6u/?utm_source=ig_twitter_share&igshid=1fsfoqb91qap2 …";;;;@dashecellars @BacktotheRoots;;#shoplocal #keepitoakland;;"1065048928272433153";;https://twitter.com/JackLondonOak/status/1065048928272433153
FolioSF;;2018-11-21 00:17;;12;;10;;"A member of Folio’s extended family is from Paradise and lost her home in #campfire. We’re donating 15% of our sales on Friday Nov 23 to help out with her expenses. Hope you can come by!… https://www.instagram.com/p/BqbASL6hugr/?utm_source=ig_twitter_share&igshid=1umsu3me7y5a3 …";;;;;;#campfire;;"1065036329950633986";;https://twitter.com/FolioSF/status/1065036329950633986
yvesbehar;;2018-11-20 23:55;;1;;11;;"Back in the office, applying our @lorealusa to our team members. Now in all Apple stores, UV sense is the first wearable sensor that requires no battery, and will track your sun… https://www.instagram.com/p/Bqa9yGQAOTV/?utm_source=ig_twitter_share&igshid=1uio5o2ncamr3 …";;;;@lorealusa;;;;"1065030792651300864";;https://twitter.com/yvesbehar/status/1065030792651300864
Wadepoezyn;;2018-11-20 23:51;;3;;19;;"One always needs a good companion while seeking out the adventure! . . . #adventurer #thrill #troublemaker #codigo1530 #tequila #sfblogger #wildme @Half Moon Bay, California https://www.instagram.com/p/Bqa9ZXaHmKT/?utm_source=ig_twitter_share&igshid=y1vhkuqxl92c …";;;;@Half;;#adventurer #thrill #troublemaker #codigo1530 #tequila #sfblogger #wildme;;"1065029946953932800";;https://twitter.com/Wadepoezyn/status/1065029946953932800
allyhardesty96;;2018-11-20 22:52;;2;;14;;"Lil throwback just bc I miss shooting w/ chadhendrix @California State University, Chico https://www.instagram.com/p/Bqa2l32htKf/?utm_source=ig_twitter_share&igshid=1pfutpy6d7ext …";;;;@California;;;;"1065014999062650881";;https://twitter.com/allyhardesty96/status/1065014999062650881
NMoralesNBC;;2018-11-20 22:15;;2;;80;;"Heartbreak for miles in Chico. Grateful to so many of the first responders & firefighters who helped this community. Looking forward to joining @todayshow @alroker to help thank them. @… https://www.instagram.com/p/BqaxySsHVVG/?utm_source=ig_twitter_share&igshid=juimv7s1g5dp …";;;;@todayshow @alroker @;;;;"1065005672021049344";;https://twitter.com/NMoralesNBC/status/1065005672021049344
tinmanelite;;2018-11-20 21:54;;0;;12;;"The last time we went to the svturkeytrot @drewhunter00 broke 14 minutes for the first time & morgan_heartthrob_pearson took home the win in 13:32 for 5k. #OGTIN #roadmen… https://www.instagram.com/p/BqauTYPh8W3/?utm_source=ig_twitter_share&igshid=1ay5qc1tmw3nx …";;;;@drewhunter00;;#OGTIN #roadmen;;"1065000481767022592";;https://twitter.com/tinmanelite/status/1065000481767022592
russcoson;;2018-11-20 21:50;;2;;3;;"New video! “Plottin” feat. @jzpyoungk prod. djbanksbeats & yrhts! Visuals by @trizzzztannnn _vacado! Now available for download on all streaming platforms! Link in my bio! #russcoson #jzp… https://www.instagram.com/p/BqavYAhH5Vx/?utm_source=ig_twitter_share&igshid=rmfezc4ot58y …";;;;@jzpyoungk @trizzzztannnn;;#russcoson #jzp;;"1064999536622473216";;https://twitter.com/russcoson/status/1064999536622473216
JeffTimmons;;2018-11-20 21:04;;6;;45;;"I’m SO blessed to have a loving family. It was great being with @princeashtent princessariahuna @michaeltimmons @jolenetimmons #spencer #chase chlo3barnes_ To the loved ones who weren’t… https://www.instagram.com/p/BqaqPpZBTCa/?utm_source=ig_twitter_share&igshid=s98w25carkz2 …";;;;@princeashtent @michaeltimmons @jolenetimmons;;#spencer #chase;;"1064987869197074438";;https://twitter.com/JeffTimmons/status/1064987869197074438
grahamelesh;;2018-11-20 20:21;;2;;7;;"Flashback! Check out these pics from over 3 years ago when @midnightnorth played our first big hometown San Francisco show at @thechapelsf! We’re so excited to be back at The Chapel… https://www.instagram.com/p/BqalSp_ADJU/?utm_source=ig_twitter_share&igshid=1vscng7sajg2l …";;;;@midnightnorth @thechapelsf;;;;"1064976949364305924";;https://twitter.com/grahamelesh/status/1064976949364305924
zanecarney;;2018-11-20 20:19;;0;;11;;"Excited about opening for/playing with @jonnylangband next week on the West Coast // Tix at http://zanecarney.com @Napa, California https://www.instagram.com/p/Bqaj6mXhe9E/?utm_source=ig_twitter_share&igshid=1t9ax5ln97e6n …";;;;@jonnylangband @Napa;;;;"1064976493615489025";;https://twitter.com/zanecarney/status/1064976493615489025
mrshavilah;;2018-11-20 19:55;;5;;13;;"If you’re serious about change, you have to go through uncomfortable situations. Stop trying to dodge the process. It’s the only way to grow. #wordgirl #truthtotable @Redding,… https://www.instagram.com/p/BqaiXHqFcAW/?utm_source=ig_twitter_share&igshid=5zwl1me25yb9 …";;;;@Redding;;#wordgirl #truthtotable;;"1064970502203211777";;https://twitter.com/mrshavilah/status/1064970502203211777
earthquakesSF;;2018-11-20 19:37;;4;;5;;"A 2.5 magnitude earthquake occurred 1.86mi ENE of Oakland, CA. Details: http://eqbot.com/YaH Map:http://eqbot.com/Ya2";;;;;;;;"1064965859246989312";;https://twitter.com/earthquakesSF/status/1064965859246989312
smreine;;2018-11-20 19:15;;1;;6;;"Cool story bro: I forgot that I have a new book out today. Wretched Wicked is Fritz and Cèsar’s story (you might have read the rough draft on my website a long time ago) and it includes a… https://www.instagram.com/p/BqadzcPlKQF/?utm_source=ig_twitter_share&igshid=6xvxencveqk …";;;;;;;;"1064960546947194883";;https://twitter.com/smreine/status/1064960546947194883
drkarenhorton;;2018-11-20 19:00;;2;;7;;"Operating on a variety of beauties and skin tones today. It is absolutely true: #Beauty has no skin tone. Beauty is on the outside of course, as #PlasticSurgery aims to… https://www.instagram.com/p/BqacFy_geOS/?utm_source=ig_twitter_share&igshid=159yhy67lgdcr …";;;;;;#Beauty #PlasticSurgery;;"1064956740209438722";;https://twitter.com/drkarenhorton/status/1064956740209438722
AbbyDahlkemper;;2018-11-20 18:08;;0;;34;;"A little getaway made easy with away @The Ritz-Carlton, Half Moon Bay https://www.instagram.com/p/BqaWGwMHmY-/?utm_source=ig_twitter_share&igshid=umdysvzoe30j …";;;;@The;;;;"1064943606224564224";;https://twitter.com/AbbyDahlkemper/status/1064943606224564224
jaytrainerband;;2018-11-20 17:51;;3;;8;;"“Every artist was first an amateur” Ralph Waldo Emerson #tiptuesday @San Francisco, California https://www.instagram.com/p/BqaUHvBHbXy/?utm_source=ig_twitter_share&igshid=11klis0tmekv6 …";;;;@San;;#tiptuesday;;"1064939231649386497";;https://twitter.com/jaytrainerband/status/1064939231649386497
DLSCrossCountry;;2018-11-20 17:38;;2;;7;;"Connor Livingston on his way to a REPEAT NCS Championship! 14:45.8. #V7 #delasalle #dlscc @Hayward High School https://www.instagram.com/p/BqaSro9HjYJ/?utm_source=ig_twitter_share&igshid=f0tim8ef5ak4 …";;;;@Hayward;;#V7 #delasalle #dlscc;;"1064936003457159169";;https://twitter.com/DLSCrossCountry/status/1064936003457159169
JuliaRosaPhoto;;2018-11-20 17:37;;2;;13;;"Heading to SF for my son Julian’s appointment with his cardiologist. #openheartsurgeryrecovery #haciendaheights #faith #athlete #basketball #godsplan @San Francisco, California https://www.instagram.com/p/BqaSiHyBhFF/?utm_source=ig_twitter_share&igshid=x5femk0yd22 …";;;;@San;;#openheartsurgeryrecovery #haciendaheights #faith #athlete #basketball #godsplan;;"1064935736170942464";;https://twitter.com/JuliaRosaPhoto/status/1064935736170942464
mrshavilah;;2018-11-20 17:36;;0;;10;;"Did anyone see @joannagaines post about the note she found on her daughters bathroom counter? I walked out this morning to find a note left for me. It’s like we’re living the same life.… https://www.instagram.com/p/BqaSgCSlASW/?utm_source=ig_twitter_share&igshid=105ssvhncmio3 …";;;;@joannagaines;;;;"1064935653157232640";;https://twitter.com/mrshavilah/status/1064935653157232640
asmallteapot;;2018-11-20 17:32;;0;;10;;"toll plaza selfie~pic.twitter.com/XSLzUoyulK";;;;;;;;"1064934537778450432";;https://twitter.com/asmallteapot/status/1064934537778450432
AngryBlackLady;;2018-11-20 16:13;;0;;87;;"Imagine getting stuck with a middle pumpkin piece with cherry goop on it. Just imagine.";;;;;;;;"1064914574619566080";;https://twitter.com/AngryBlackLady/status/1064914574619566080
UrijahFaber;;2018-11-20 15:58;;0;;46;;"Argentina yesterday, California today, China tomorrow. Handling business all the way through. Wild how small the world is getting! #ufcbejing #wifi “Idleness is the holiday of fools!”… https://www.instagram.com/p/BqZ4dC4AHqx/?utm_source=ig_twitter_share&igshid=1re8e6thq7h6o …";;;;;;#ufcbejing #wifi;;"1064910928632639488";;https://twitter.com/UrijahFaber/status/1064910928632639488
